location	year	month	day	total_cases	new_cases	total_deaths	new_deaths
Albania	2020	2	25				
Albania	2020	2	26				
Albania	2020	2	27				
Albania	2020	2	28				
Albania	2020	2	29				
Albania	2020	3	1				
Albania	2020	3	2				
Albania	2020	3	3				
Albania	2020	3	4				
Albania	2020	3	5				
Albania	2020	3	6				
Albania	2020	3	7				
Albania	2020	3	8				
Albania	2020	3	9	2	2		
Albania	2020	3	10	10	8		
Albania	2020	3	11	12	2	1	1
Albania	2020	3	12	23	11	1	0
Albania	2020	3	13	33	10	1	0
Albania	2020	3	14	38	5	1	0
Albania	2020	3	15	42	4	1	0
Albania	2020	3	16	51	9	1	0
Albania	2020	3	17	55	4	1	0
Albania	2020	3	18	59	4	2	1
Albania	2020	3	19	64	5	2	0
Albania	2020	3	20	70	6	2	0
Albania	2020	3	21	76	6	2	0
Albania	2020	3	22	89	13	2	0
Albania	2020	3	23	104	15	4	2
Albania	2020	3	24	123	19	5	1
Albania	2020	3	25	146	23	5	0
Albania	2020	3	26	174	28	6	1
Albania	2020	3	27	186	12	8	2
Albania	2020	3	28	197	11	10	2
Albania	2020	3	29	212	15	10	0
Albania	2020	3	30	223	11	11	1
Albania	2020	3	31	243	20	15	4
Albania	2020	4	1	259	16	15	0
Albania	2020	4	2	277	18	16	1
Albania	2020	4	3	304	27	17	1
Albania	2020	4	4	333	29	20	3
Albania	2020	4	5	361	28	20	0
Albania	2020	4	6	377	16	21	1
Albania	2020	4	7	383	6	22	1
Albania	2020	4	8	400	17	22	0
Albania	2020	4	9	409	9	23	1
Albania	2020	4	10	416	7	23	0
Albania	2020	4	11	433	17	23	0
Albania	2020	4	12	446	13	23	0
Albania	2020	4	13	467	21	23	0
Albania	2020	4	14	475	8	24	1
Albania	2020	4	15	494	19	25	1
Albania	2020	4	16	518	24	26	1
Albania	2020	4	17	539	21	26	0
Albania	2020	4	18	548	9	26	0
Albania	2020	4	19	562	14	26	0
Albania	2020	4	20	584	22	26	0
Albania	2020	4	21	609	25	26	0
Albania	2020	4	22	634	25	27	1
Albania	2020	4	23	663	29	27	0
Albania	2020	4	24	678	15	27	0
Albania	2020	4	25	712	34	27	0
Albania	2020	4	26	726	14	28	1
Albania	2020	4	27	736	10	28	0
Albania	2020	4	28	750	14	30	2
Albania	2020	4	29	766	16	30	0
Albania	2020	4	30	773	7	31	1
Albania	2020	5	1	782	9	31	0
Albania	2020	5	2	789	7	31	0
Albania	2020	5	3	795	6	31	0
Albania	2020	5	4	803	8	31	0
Albania	2020	5	5	820	17	31	0
Albania	2020	5	6	832	12	31	0
Albania	2020	5	7	842	10	31	0
Albania	2020	5	8	850	8	31	0
Albania	2020	5	9	856	6	31	0
Albania	2020	5	10	868	12	31	0
Albania	2020	5	11	872	4	31	0
Albania	2020	5	12	876	4	31	0
Albania	2020	5	13	880	4	31	0
Albania	2020	5	14	898	18	31	0
Albania	2020	5	15	916	18	31	0
Albania	2020	5	16	933	17	31	0
Albania	2020	5	17	946	13	31	0
Albania	2020	5	18	948	2	31	0
Albania	2020	5	19	949	1	31	0
Albania	2020	5	20	964	15	31	0
Albania	2020	5	21	969	5	31	0
Albania	2020	5	22	981	12	31	0
Albania	2020	5	23	989	8	31	0
Albania	2020	5	24	998	9	32	1
Albania	2020	5	25	1004	6	32	0
Albania	2020	5	26	1029	25	33	1
Albania	2020	5	27	1050	21	33	0
Albania	2020	5	28	1076	26	33	0
Albania	2020	5	29	1099	23	33	0
Albania	2020	5	30	1122	23	33	0
Albania	2020	5	31	1137	15	33	0
Albania	2020	6	1	1143	6	33	0
Albania	2020	6	2	1164	21	33	0
Albania	2020	6	3	1184	20	33	0
Albania	2020	6	4	1197	13	33	0
Albania	2020	6	5	1212	15	33	0
Albania	2020	6	6	1232	20	34	1
Albania	2020	6	7	1246	14	34	0
Albania	2020	6	8	1263	17	34	0
Albania	2020	6	9	1299	36	34	0
Albania	2020	6	10	1341	42	34	0
Albania	2020	6	11	1385	44	35	1
Albania	2020	6	12	1416	31	36	1
Albania	2020	6	13	1464	48	36	0
Albania	2020	6	14	1521	57	36	0
Albania	2020	6	15	1590	69	36	0
Albania	2020	6	16	1672	82	37	1
Albania	2020	6	17	1722	50	38	1
Albania	2020	6	18	1788	66	39	1
Albania	2020	6	19	1838	50	42	3
Albania	2020	6	20	1891	53	43	1
Albania	2020	6	21	1962	71	44	1
Albania	2020	6	22	1995	33	44	0
Albania	2020	6	23	2047	52	45	1
Albania	2020	6	24	2114	67	47	2
Albania	2020	6	25	2192	78	49	2
Albania	2020	6	26	2269	77	51	2
Albania	2020	6	27	2330	61	53	2
Albania	2020	6	28	2402	72	55	2
Albania	2020	6	29	2466	64	58	3
Albania	2020	6	30	2535	69	62	4
Albania	2020	7	1	2580	45	65	3
Albania	2020	7	2	2662	82	69	4
Albania	2020	7	3	2752	90	72	3
Albania	2020	7	4	2819	67	74	2
Albania	2020	7	5	2893	74	76	2
Albania	2020	7	6	2964	71	79	3
Albania	2020	7	7	3038	74	81	2
Albania	2020	7	8	3106	68	83	2
Albania	2020	7	9	3188	82	83	0
Albania	2020	7	10	3278	90	85	2
Albania	2020	7	11	3371	93	89	4
Albania	2020	7	12	3454	83	93	4
Albania	2020	7	13	3571	117	95	2
Albania	2020	7	14	3667	96	97	2
Albania	2020	7	15	3752	85	101	4
Albania	2020	7	16	3851	99	104	3
Albania	2020	7	17	3906	55	107	3
Albania	2020	7	18	4008	102	111	4
Albania	2020	7	19	4090	82	112	1
Albania	2020	7	20	4171	81	113	1
Albania	2020	7	21	4290	119	117	4
Albania	2020	7	22	4358	68	120	3
Albania	2020	7	23	4466	108	123	3
Albania	2020	7	24	4570	104	128	5
Albania	2020	7	25	4637	67	134	6
Albania	2020	7	26	4763	126	138	4
Albania	2020	7	27	4880	117	144	6
Albania	2020	7	28	4997	117	148	4
Albania	2020	7	29	5105	108	150	2
Albania	2020	7	30	5197	92	154	4
Albania	2020	7	31	5276	79	157	3
Albania	2020	8	1	5396	120	161	4
Albania	2020	8	2	5519	123	166	5
Albania	2020	8	3	5620	101	172	6
Albania	2020	8	4	5750	130	176	4
Albania	2020	8	5	5889	139	182	6
Albania	2020	8	6	6016	127	188	6
Albania	2020	8	7	6151	135	189	1
Albania	2020	8	8	6275	124	193	4
Albania	2020	8	9	6411	136	199	6
Albania	2020	8	10	6536	125	200	1
Albania	2020	8	11	6676	140	205	5
Albania	2020	8	12	6817	141	208	3
Albania	2020	8	13	6971	154	213	5
Albania	2020	8	14	7117	146	219	6
Albania	2020	8	15	7260	143	225	6
Albania	2020	8	16	7380	120	228	3
Albania	2020	8	17	7499	119	230	2
Albania	2020	8	18	7654	155	232	2
Albania	2020	8	19	7812	158	234	2
Albania	2020	8	20	7967	155	238	4
Albania	2020	8	21	8119	152	240	2
Albania	2020	8	22	8275	156	245	5
Albania	2020	8	23	8427	152	250	5
Albania	2020	8	24	8605	178	254	4
Albania	2020	8	25	8759	154	259	5
Albania	2020	8	26	8927	168	263	4
Albania	2020	8	27	9083	156	266	3
Albania	2020	8	28	9195	112	271	5
Albania	2020	8	29	9279	84	275	4
Albania	2020	8	30	9380	101	280	5
Albania	2020	8	31	9513	133	284	4
Albania	2020	9	1	9606	93	290	6
Albania	2020	9	2	9728	122	296	6
Albania	2020	9	3	9844	116	301	5
Albania	2020	9	4	9967	123	306	5
Albania	2020	9	5	10102	135	312	6
Albania	2020	9	6	10255	153	316	4
Albania	2020	9	7	10406	151	319	3
Albania	2020	9	8	10553	147	321	2
Albania	2020	9	9	10704	151	322	1
Albania	2020	9	10	10860	156	324	2
Albania	2020	9	11	11021	161	327	3
Albania	2020	9	12	11185	164	330	3
Albania	2020	9	13	11353	168	334	4
Albania	2020	9	14	11520	167	338	4
Albania	2020	9	15	11672	152	340	2
Albania	2020	9	16	11816	144	343	3
Albania	2020	9	17	11948	132	347	4
Albania	2020	9	18	12073	125	353	6
Albania	2020	9	19	12226	153	358	5
Albania	2020	9	20	12385	159	362	4
Albania	2020	9	21	12535	150	364	2
Albania	2020	9	22	12666	131	367	3
Albania	2020	9	23	12787	121	370	3
Albania	2020	9	24	12921	134	370	0
Albania	2020	9	25	13045	124	373	3
Albania	2020	9	26	13153	108	375	2
Albania	2020	9	27	13259	106	377	2
Albania	2020	9	28	13391	132	380	3
Albania	2020	9	29	13518	127	384	4
Albania	2020	9	30	13649	131	387	3
Albania	2020	10	1	13806	157	388	1
Albania	2020	10	2	13965	159	389	1
Albania	2020	10	3	14117	152	392	3
Albania	2020	10	4	14266	149	396	4
Albania	2020	10	5	14410	144	400	4
Albania	2020	10	6	14568	158	403	3
Albania	2020	10	7	14730	162	407	4
Albania	2020	10	8	14899	169	411	4
Albania	2020	10	9	15066	167	413	2
Albania	2020	10	10	15231	165	416	3
Albania	2020	10	11	15399	168	420	4
Albania	2020	10	12	15570	171	424	4
Albania	2020	10	13	15752	182	429	5
Albania	2020	10	14	15955	203	434	5
Albania	2020	10	15	16212	257	439	5
Albania	2020	10	16	16501	289	443	4
Albania	2020	10	17	16774	273	448	5
Albania	2020	10	18	17055	281	451	3
Albania	2020	10	19	17350	295	454	3
Albania	2020	10	20	17651	301	458	4
Albania	2020	10	21	17948	297	462	4
Albania	2020	10	22	18250	302	465	3
Albania	2020	10	23	18556	306	469	4
Albania	2020	10	24	18858	302	473	4
Albania	2020	10	25	19157	299	477	4
Albania	2020	10	26	19445	288	480	3
Albania	2020	10	27	19729	284	487	7
Albania	2020	10	28	20040	311	493	6
Albania	2020	10	29	20315	275	499	6
Albania	2020	10	30	20634	319	502	3
Albania	2020	10	31	20875	241	509	7
Albania	2020	11	1	21202	327	518	9
Albania	2020	11	2	21523	321	527	9
Albania	2020	11	3	21904	381	532	5
Albania	2020	11	4	22300	396	536	4
Albania	2020	11	5	22721	421	543	7
Albania	2020	11	6	23210	489	549	6
Albania	2020	11	7	23705	495	557	8
Albania	2020	11	8	24206	501	559	2
Albania	2020	11	9	24731	525	571	12
Albania	2020	11	10	25294	563	579	8
Albania	2020	11	11	25801	507	590	11
Albania	2020	11	12	26211	410	598	8
Albania	2020	11	13	26701	490	605	7
Albania	2020	11	14	27233	532	612	7
Albania	2020	11	15	27830	597	623	11
Albania	2020	11	16	28432	602	631	8
Albania	2020	11	17	29126	694	637	6
Albania	2020	11	18	29837	711	646	9
Albania	2020	11	19	30623	786	657	11
Albania	2020	11	20	31459	836	672	15
Albania	2020	11	21	32196	737	685	13
Albania	2020	11	22	32761	565	699	14
Albania	2020	11	23	33556	795	716	17
Albania	2020	11	24	34300	744	735	19
Albania	2020	11	25	34944	644	743	8
Albania	2020	11	26	35600	656	753	10
Albania	2020	11	27	36245	645	771	18
Albania	2020	11	28	36790	545	787	16
Albania	2020	11	29	37625	835	798	11
Albania	2020	11	30	38182	557	810	12
Albania	2020	12	1	39014	832	822	12
Albania	2020	12	2	39719	705	839	17
Albania	2020	12	3	40501	782	852	13
Albania	2020	12	4	41302	801	870	18
Albania	2020	12	5	42148	846	889	19
Albania	2020	12	6	42988	840	905	16
Albania	2020	12	7	43683	695	922	17
Albania	2020	12	8	44436	753	936	14
Albania	2020	12	9	45188	752	951	15
Albania	2020	12	10	46061	873	965	14
Albania	2020	12	11	46863	802	977	12
Albania	2020	12	12	47742	879	989	12
Albania	2020	12	13	48530	788	1003	14
Albania	2020	12	14	49191	661	1016	13
Albania	2020	12	15	50000	809	1028	12
Albania	2020	12	16	50637	637	1040	12
Albania	2020	12	17	51424	787	1055	15
Albania	2020	12	18	52004	580	1066	11
Albania	2020	12	19	52542	538	1074	8
Albania	2020	12	20	53003	461	1088	14
Albania	2020	12	21	53425	422	1098	10
Albania	2020	12	22	53814	389	1111	13
Albania	2020	12	23	54317	503	1117	6
Albania	2020	12	24	54827	510	1125	8
Albania	2020	12	25	55380	553	1134	9
Albania	2020	12	26	55755	375	1143	9
Albania	2020	12	27	56254	499	1153	10
Albania	2020	12	28	56572	318	1164	11
Albania	2020	12	29	57146	574	1170	6
Albania	2020	12	30	57727	581	1174	4
Albania	2020	12	31	58316	589	1181	7
Andorra	2020	3	2	1	1		
Andorra	2020	3	3	1	0		
Andorra	2020	3	4	1	0		
Andorra	2020	3	5	1	0		
Andorra	2020	3	6	1	0		
Andorra	2020	3	7	1	0		
Andorra	2020	3	8	1	0		
Andorra	2020	3	9	1	0		
Andorra	2020	3	10	1	0		
Andorra	2020	3	11	1	0		
Andorra	2020	3	12	1	0		
Andorra	2020	3	13	1	0		
Andorra	2020	3	14	1	0		
Andorra	2020	3	15	1	0		
Andorra	2020	3	16	2	1		
Andorra	2020	3	17	39	37		
Andorra	2020	3	18	39	0		
Andorra	2020	3	19	53	14		
Andorra	2020	3	20	75	22		
Andorra	2020	3	21	88	13		
Andorra	2020	3	22	113	25	1	1
Andorra	2020	3	23	133	20	1	0
Andorra	2020	3	24	164	31	1	0
Andorra	2020	3	25	188	24	1	0
Andorra	2020	3	26	224	36	3	2
Andorra	2020	3	27	267	43	3	0
Andorra	2020	3	28	308	41	3	0
Andorra	2020	3	29	334	26	6	3
Andorra	2020	3	30	370	36	8	2
Andorra	2020	3	31	376	6	12	4
Andorra	2020	4	1	390	14	14	2
Andorra	2020	4	2	428	38	15	1
Andorra	2020	4	3	439	11	16	1
Andorra	2020	4	4	466	27	17	1
Andorra	2020	4	5	501	35	18	1
Andorra	2020	4	6	525	24	21	3
Andorra	2020	4	7	545	20	22	1
Andorra	2020	4	8	564	19	23	1
Andorra	2020	4	9	583	19	25	2
Andorra	2020	4	10	601	18	26	1
Andorra	2020	4	11	601	0	26	0
Andorra	2020	4	12	638	37	29	3
Andorra	2020	4	13	646	8	29	0
Andorra	2020	4	14	659	13	31	2
Andorra	2020	4	15	673	14	33	2
Andorra	2020	4	16	673	0	33	0
Andorra	2020	4	17	696	23	35	2
Andorra	2020	4	18	704	8	35	0
Andorra	2020	4	19	713	9	36	1
Andorra	2020	4	20	717	4	37	1
Andorra	2020	4	21	717	0	37	0
Andorra	2020	4	22	723	6	37	0
Andorra	2020	4	23	723	0	37	0
Andorra	2020	4	24	731	8	40	3
Andorra	2020	4	25	738	7	40	0
Andorra	2020	4	26	738	0	40	0
Andorra	2020	4	27	743	5	40	0
Andorra	2020	4	28	743	0	41	1
Andorra	2020	4	29	743	0	42	1
Andorra	2020	4	30	745	2	42	0
Andorra	2020	5	1	745	0	43	1
Andorra	2020	5	2	747	2	44	1
Andorra	2020	5	3	748	1	45	1
Andorra	2020	5	4	750	2	45	0
Andorra	2020	5	5	751	1	46	1
Andorra	2020	5	6	751	0	46	0
Andorra	2020	5	7	752	1	47	1
Andorra	2020	5	8	752	0	47	0
Andorra	2020	5	9	754	2	48	1
Andorra	2020	5	10	755	1	48	0
Andorra	2020	5	11	755	0	48	0
Andorra	2020	5	12	758	3	48	0
Andorra	2020	5	13	760	2	49	1
Andorra	2020	5	14	761	1	49	0
Andorra	2020	5	15	761	0	49	0
Andorra	2020	5	16	761	0	51	2
Andorra	2020	5	17	761	0	51	0
Andorra	2020	5	18	761	0	51	0
Andorra	2020	5	19	761	0	51	0
Andorra	2020	5	20	762	1	51	0
Andorra	2020	5	21	762	0	51	0
Andorra	2020	5	22	762	0	51	0
Andorra	2020	5	23	762	0	51	0
Andorra	2020	5	24	762	0	51	0
Andorra	2020	5	25	763	1	51	0
Andorra	2020	5	26	763	0	51	0
Andorra	2020	5	27	763	0	51	0
Andorra	2020	5	28	763	0	51	0
Andorra	2020	5	29	764	1	51	0
Andorra	2020	5	30	764	0	51	0
Andorra	2020	5	31	764	0	51	0
Andorra	2020	6	1	765	1	51	0
Andorra	2020	6	2	844	79	51	0
Andorra	2020	6	3	851	7	51	0
Andorra	2020	6	4	852	1	51	0
Andorra	2020	6	5	852	0	51	0
Andorra	2020	6	6	852	0	51	0
Andorra	2020	6	7	852	0	51	0
Andorra	2020	6	8	852	0	51	0
Andorra	2020	6	9	852	0	51	0
Andorra	2020	6	10	852	0	51	0
Andorra	2020	6	11	852	0	51	0
Andorra	2020	6	12	853	1	51	0
Andorra	2020	6	13	853	0	51	0
Andorra	2020	6	14	853	0	51	0
Andorra	2020	6	15	853	0	51	0
Andorra	2020	6	16	854	1	52	1
Andorra	2020	6	17	854	0	52	0
Andorra	2020	6	18	855	1	52	0
Andorra	2020	6	19	855	0	52	0
Andorra	2020	6	20	855	0	52	0
Andorra	2020	6	21	855	0	52	0
Andorra	2020	6	22	855	0	52	0
Andorra	2020	6	23	855	0	52	0
Andorra	2020	6	24	855	0	52	0
Andorra	2020	6	25	855	0	52	0
Andorra	2020	6	26	855	0	52	0
Andorra	2020	6	27	855	0	52	0
Andorra	2020	6	28	855	0	52	0
Andorra	2020	6	29	855	0	52	0
Andorra	2020	6	30	855	0	52	0
Andorra	2020	7	1	855	0	52	0
Andorra	2020	7	2	855	0	52	0
Andorra	2020	7	3	855	0	52	0
Andorra	2020	7	4	855	0	52	0
Andorra	2020	7	5	855	0	52	0
Andorra	2020	7	6	855	0	52	0
Andorra	2020	7	7	855	0	52	0
Andorra	2020	7	8	855	0	52	0
Andorra	2020	7	9	855	0	52	0
Andorra	2020	7	10	855	0	52	0
Andorra	2020	7	11	855	0	52	0
Andorra	2020	7	12	855	0	52	0
Andorra	2020	7	13	858	3	52	0
Andorra	2020	7	14	861	3	52	0
Andorra	2020	7	15	862	1	52	0
Andorra	2020	7	16	877	15	52	0
Andorra	2020	7	17	880	3	52	0
Andorra	2020	7	18	880	0	52	0
Andorra	2020	7	19	880	0	52	0
Andorra	2020	7	20	884	4	52	0
Andorra	2020	7	21	884	0	52	0
Andorra	2020	7	22	889	5	52	0
Andorra	2020	7	23	889	0	52	0
Andorra	2020	7	24	897	8	52	0
Andorra	2020	7	25	897	0	52	0
Andorra	2020	7	26	897	0	52	0
Andorra	2020	7	27	907	10	52	0
Andorra	2020	7	28	907	0	52	0
Andorra	2020	7	29	918	11	52	0
Andorra	2020	7	30	922	4	52	0
Andorra	2020	7	31	925	3	52	0
Andorra	2020	8	1	925	0	52	0
Andorra	2020	8	2	925	0	52	0
Andorra	2020	8	3	937	12	52	0
Andorra	2020	8	4	939	2	52	0
Andorra	2020	8	5	939	0	52	0
Andorra	2020	8	6	944	5	52	0
Andorra	2020	8	7	955	11	52	0
Andorra	2020	8	8	955	0	52	0
Andorra	2020	8	9	955	0	52	0
Andorra	2020	8	10	963	8	52	0
Andorra	2020	8	11	963	0	52	0
Andorra	2020	8	12	977	14	53	1
Andorra	2020	8	13	981	4	53	0
Andorra	2020	8	14	989	8	53	0
Andorra	2020	8	15	989	0	53	0
Andorra	2020	8	16	989	0	53	0
Andorra	2020	8	17	1005	16	53	0
Andorra	2020	8	18	1005	0	53	0
Andorra	2020	8	19	1024	19	53	0
Andorra	2020	8	20	1024	0	53	0
Andorra	2020	8	21	1045	21	53	0
Andorra	2020	8	22	1045	0	53	0
Andorra	2020	8	23	1045	0	53	0
Andorra	2020	8	24	1060	15	53	0
Andorra	2020	8	25	1060	0	53	0
Andorra	2020	8	26	1098	38	53	0
Andorra	2020	8	27	1098	0	53	0
Andorra	2020	8	28	1124	26	53	0
Andorra	2020	8	29	1124	0	53	0
Andorra	2020	8	30	1124	0	53	0
Andorra	2020	8	31	1176	52	53	0
Andorra	2020	9	1	1184	8	53	0
Andorra	2020	9	2	1199	15	53	0
Andorra	2020	9	3	1199	0	53	0
Andorra	2020	9	4	1215	16	53	0
Andorra	2020	9	5	1215	0	53	0
Andorra	2020	9	6	1215	0	53	0
Andorra	2020	9	7	1261	46	53	0
Andorra	2020	9	8	1261	0	53	0
Andorra	2020	9	9	1301	40	53	0
Andorra	2020	9	10	1301	0	53	0
Andorra	2020	9	11	1344	43	53	0
Andorra	2020	9	12	1344	0	53	0
Andorra	2020	9	13	1344	0	53	0
Andorra	2020	9	14	1438	94	53	0
Andorra	2020	9	15	1438	0	53	0
Andorra	2020	9	16	1483	45	53	0
Andorra	2020	9	17	1483	0	53	0
Andorra	2020	9	18	1564	81	53	0
Andorra	2020	9	19	1564	0	53	0
Andorra	2020	9	20	1564	0	53	0
Andorra	2020	9	21	1681	117	53	0
Andorra	2020	9	22	1681	0	53	0
Andorra	2020	9	23	1753	72	53	0
Andorra	2020	9	24	1753	0	53	0
Andorra	2020	9	25	1836	83	53	0
Andorra	2020	9	26	1836	0	53	0
Andorra	2020	9	27	1836	0	53	0
Andorra	2020	9	28	1966	130	53	0
Andorra	2020	9	29	1966	0	53	0
Andorra	2020	9	30	2050	84	53	0
Andorra	2020	10	1	2050	0	53	0
Andorra	2020	10	2	2110	60	53	0
Andorra	2020	10	3	2110	0	53	0
Andorra	2020	10	4	2110	0	53	0
Andorra	2020	10	5	2370	260	53	0
Andorra	2020	10	6	2370	0	53	0
Andorra	2020	10	7	2568	198	53	0
Andorra	2020	10	8	2568	0	54	1
Andorra	2020	10	9	2696	128	55	1
Andorra	2020	10	10	2696	0	55	0
Andorra	2020	10	11	2696	0	55	0
Andorra	2020	10	12	2995	299	57	2
Andorra	2020	10	13	2995	0	57	0
Andorra	2020	10	14	3190	195	59	2
Andorra	2020	10	15	3190	0	59	0
Andorra	2020	10	16	3377	187	59	0
Andorra	2020	10	17	3377	0	59	0
Andorra	2020	10	18	3377	0	59	0
Andorra	2020	10	19	3623	246	62	3
Andorra	2020	10	20	3623	0	62	0
Andorra	2020	10	21	3811	188	63	1
Andorra	2020	10	22	3811	0	63	0
Andorra	2020	10	23	4038	227	69	6
Andorra	2020	10	24	4038	0	69	0
Andorra	2020	10	25	4038	0	69	0
Andorra	2020	10	26	4325	287	72	3
Andorra	2020	10	27	4410	85	72	0
Andorra	2020	10	28	4517	107	72	0
Andorra	2020	10	29	4567	50	73	1
Andorra	2020	10	30	4665	98	75	2
Andorra	2020	10	31	4756	91	75	0
Andorra	2020	11	1	4825	69	75	0
Andorra	2020	11	2	4888	63	75	0
Andorra	2020	11	3	4910	22	75	0
Andorra	2020	11	4	5045	135	75	0
Andorra	2020	11	5	5135	90	75	0
Andorra	2020	11	6	5135	0	75	0
Andorra	2020	11	7	5319	184	75	0
Andorra	2020	11	8	5383	64	75	0
Andorra	2020	11	9	5437	54	75	0
Andorra	2020	11	10	5477	40	75	0
Andorra	2020	11	11	5567	90	75	0
Andorra	2020	11	12	5616	49	75	0
Andorra	2020	11	13	5725	109	75	0
Andorra	2020	11	14	5725	0	75	0
Andorra	2020	11	15	5872	147	76	1
Andorra	2020	11	16	5914	42	76	0
Andorra	2020	11	17	5951	37	76	0
Andorra	2020	11	18	6018	67	76	0
Andorra	2020	11	19	6066	48	76	0
Andorra	2020	11	20	6142	76	76	0
Andorra	2020	11	21	6207	65	76	0
Andorra	2020	11	22	6256	49	76	0
Andorra	2020	11	23	6304	48	76	0
Andorra	2020	11	24	6351	47	76	0
Andorra	2020	11	25	6428	77	76	0
Andorra	2020	11	26	6534	106	76	0
Andorra	2020	11	27	6610	76	76	0
Andorra	2020	11	28	6610	0	76	0
Andorra	2020	11	29	6712	102	76	0
Andorra	2020	11	30	6745	33	76	0
Andorra	2020	12	1	6790	45	76	0
Andorra	2020	12	2	6842	52	76	0
Andorra	2020	12	3	6904	62	77	1
Andorra	2020	12	4	6955	51	77	0
Andorra	2020	12	5	7005	50	78	1
Andorra	2020	12	6	7050	45	78	0
Andorra	2020	12	7	7084	34	78	0
Andorra	2020	12	8	7127	43	78	0
Andorra	2020	12	9	7162	35	78	0
Andorra	2020	12	10	7190	28	78	0
Andorra	2020	12	11	7236	46	78	0
Andorra	2020	12	12	7288	52	78	0
Andorra	2020	12	13	7338	50	79	1
Andorra	2020	12	14	7382	44	79	0
Andorra	2020	12	15	7382	0	79	0
Andorra	2020	12	16	7446	64	79	0
Andorra	2020	12	17	7466	20	79	0
Andorra	2020	12	18	7519	53	80	1
Andorra	2020	12	19	7560	41	80	0
Andorra	2020	12	20	7577	17	81	1
Andorra	2020	12	21	7602	25	81	0
Andorra	2020	12	22	7633	31	82	1
Andorra	2020	12	23	7669	36	82	0
Andorra	2020	12	24	7699	30	83	1
Andorra	2020	12	25	7756	57	83	0
Andorra	2020	12	26	7806	50	83	0
Andorra	2020	12	27	7821	15	83	0
Andorra	2020	12	28	7875	54	83	0
Andorra	2020	12	29	7919	44	84	1
Andorra	2020	12	30	7983	64	84	0
Andorra	2020	12	31	8049	66	84	0
Austria	2020	2	25	2	2		
Austria	2020	2	26	2	0		
Austria	2020	2	27	3	1		
Austria	2020	2	28	3	0		
Austria	2020	2	29	9	6		
Austria	2020	3	1	14	5		
Austria	2020	3	2	18	4		
Austria	2020	3	3	21	3		
Austria	2020	3	4	29	8		
Austria	2020	3	5	41	12		
Austria	2020	3	6	55	14		
Austria	2020	3	7	79	24		
Austria	2020	3	8	104	25		
Austria	2020	3	9	131	27		
Austria	2020	3	10	182	51		
Austria	2020	3	11	246	64		
Austria	2020	3	12	302	56	1	1
Austria	2020	3	13	504	202	1	0
Austria	2020	3	14	655	151	1	0
Austria	2020	3	15	860	205	1	0
Austria	2020	3	16	1018	158	3	2
Austria	2020	3	17	1332	314	3	0
Austria	2020	3	18	1646	314	4	1
Austria	2020	3	19	2013	367	6	2
Austria	2020	3	20	2388	375	6	0
Austria	2020	3	21	2814	426	8	2
Austria	2020	3	22	3582	768	16	8
Austria	2020	3	23	4474	892	21	5
Austria	2020	3	24	5283	809	28	7
Austria	2020	3	25	5588	305	30	2
Austria	2020	3	26	6909	1321	49	19
Austria	2020	3	27	7657	748	58	9
Austria	2020	3	28	8271	614	68	10
Austria	2020	3	29	8788	517	86	18
Austria	2020	3	30	9618	830	108	22
Austria	2020	3	31	10180	562	128	20
Austria	2020	4	1	10711	531	146	18
Austria	2020	4	2	11129	418	158	12
Austria	2020	4	3	11524	395	168	10
Austria	2020	4	4	11781	257	186	18
Austria	2020	4	5	12051	270	204	18
Austria	2020	4	6	12297	246	220	16
Austria	2020	4	7	12639	342	243	23
Austria	2020	4	8	12942	303	273	30
Austria	2020	4	9	13244	302	295	22
Austria	2020	4	10	13555	311	319	24
Austria	2020	4	11	13806	251	337	18
Austria	2020	4	12	13945	139	350	13
Austria	2020	4	13	14041	96	368	18
Austria	2020	4	14	14226	185	384	16
Austria	2020	4	15	14336	110	393	9
Austria	2020	4	16	14476	140	410	17
Austria	2020	4	17	14595	119	431	21
Austria	2020	4	18	14671	76	443	12
Austria	2020	4	19	14749	78	452	9
Austria	2020	4	20	14795	46	470	18
Austria	2020	4	21	14873	78	491	21
Austria	2020	4	22	14925	52	510	19
Austria	2020	4	23	15002	77	522	12
Austria	2020	4	24	15071	69	530	8
Austria	2020	4	25	15148	77	536	6
Austria	2020	4	26	15225	77	542	6
Austria	2020	4	27	15274	49	549	7
Austria	2020	4	28	15357	83	569	20
Austria	2020	4	29	15402	45	580	11
Austria	2020	4	30	15452	50	584	4
Austria	2020	5	1	15531	79	589	5
Austria	2020	5	2	15558	27	596	7
Austria	2020	5	3	15597	39	598	2
Austria	2020	5	4	15621	24	600	2
Austria	2020	5	5	15650	29	606	6
Austria	2020	5	6	15684	34	608	2
Austria	2020	5	7	15752	68	609	1
Austria	2020	5	8	15774	22	614	5
Austria	2020	5	9	15833	59	615	1
Austria	2020	5	10	15871	38	618	3
Austria	2020	5	11	15882	11	620	2
Austria	2020	5	12	15961	79	623	3
Austria	2020	5	13	15997	36	624	1
Austria	2020	5	14	16058	61	626	2
Austria	2020	5	15	16109	51	628	2
Austria	2020	5	16	16201	92	629	1
Austria	2020	5	17	16242	41	629	0
Austria	2020	5	18	16269	27	629	0
Austria	2020	5	19	16321	52	632	3
Austria	2020	5	20	16353	32	633	1
Austria	2020	5	21	16404	51	633	0
Austria	2020	5	22	16436	32	635	2
Austria	2020	5	23	16486	50	639	4
Austria	2020	5	24	16503	17	640	1
