location	year	month	day	total_cases	new_cases	total_deaths	new_deaths
Estonia	2020	11	13	7148	267	80	4
Estonia	2020	11	14	7412	264	80	0
Estonia	2020	11	15	7637	225	81	1
Estonia	2020	11	16	7848	211	81	0
Estonia	2020	11	17	8033	185	84	3
Estonia	2020	11	18	8304	271	85	1
Estonia	2020	11	19	8715	411	86	1
Estonia	2020	11	20	9076	361	87	1
Estonia	2020	11	21	9375	299	87	0
Estonia	2020	11	22	9724	349	88	1
Estonia	2020	11	23	9956	232	92	4
Estonia	2020	11	24	10159	203	94	2
Estonia	2020	11	25	10541	382	97	3
Estonia	2020	11	26	10955	414	99	2
Estonia	2020	11	27	11323	368	104	5
Estonia	2020	11	28	11698	375	109	5
Estonia	2020	11	29	12052	354	112	3
Estonia	2020	11	30	12308	256	118	6
Estonia	2020	12	1	12497	189	121	3
Estonia	2020	12	2	13019	522	122	1
Estonia	2020	12	3	13469	450	123	1
Estonia	2020	12	4	13939	470	125	2
Estonia	2020	12	5	14500	561	126	1
Estonia	2020	12	6	14978	478	131	5
Estonia	2020	12	7	15226	248	134	3
Estonia	2020	12	8	15510	284	137	3
Estonia	2020	12	9	16054	544	139	2
Estonia	2020	12	10	16598	544	141	2
Estonia	2020	12	11	16956	358	142	1
Estonia	2020	12	12	17713	757	148	6
Estonia	2020	12	13	18055	342	149	1
Estonia	2020	12	14	18385	330	154	5
Estonia	2020	12	15	18682	297	157	3
Estonia	2020	12	16	19271	589	160	3
Estonia	2020	12	17	20004	733	164	4
Estonia	2020	12	18	20658	654	168	4
Estonia	2020	12	19	21219	561	170	2
Estonia	2020	12	20	21794	575	174	4
Estonia	2020	12	21	22083	289	181	7
Estonia	2020	12	22	22647	564	187	6
Estonia	2020	12	23	23309	662	192	5
Estonia	2020	12	24	24009	700	195	3
Estonia	2020	12	25	24582	573	202	7
Estonia	2020	12	26	25027	445	204	2
Estonia	2020	12	27	25392	365	204	0
Estonia	2020	12	28	25808	416	213	9
Estonia	2020	12	29	26283	475	221	8
Estonia	2020	12	30	27256	973	226	5
Estonia	2020	12	31	27990	734	229	3
Finland	2020	1	29	1	1		
Finland	2020	1	30	1	0		
Finland	2020	1	31	1	0		
Finland	2020	2	1	1	0		
Finland	2020	2	2	1	0		
Finland	2020	2	3	1	0		
Finland	2020	2	4	1	0		
Finland	2020	2	5	1	0		
Finland	2020	2	6	1	0		
Finland	2020	2	7	1	0		
Finland	2020	2	8	1	0		
Finland	2020	2	9	1	0		
Finland	2020	2	10	1	0		
Finland	2020	2	11	1	0		
Finland	2020	2	12	1	0		
Finland	2020	2	13	1	0		
Finland	2020	2	14	1	0		
Finland	2020	2	15	1	0		
Finland	2020	2	16	1	0		
Finland	2020	2	17	1	0		
Finland	2020	2	18	1	0		
Finland	2020	2	19	1	0		
Finland	2020	2	20	1	0		
Finland	2020	2	21	1	0		
Finland	2020	2	22	1	0		
Finland	2020	2	23	1	0		
Finland	2020	2	24	1	0		
Finland	2020	2	25	1	0		
Finland	2020	2	26	2	1		
Finland	2020	2	27	2	0		
Finland	2020	2	28	2	0		
Finland	2020	2	29	3	1		
Finland	2020	3	1	6	3		
Finland	2020	3	2	6	0		
Finland	2020	3	3	6	0		
Finland	2020	3	4	6	0		
Finland	2020	3	5	12	6		
Finland	2020	3	6	15	3		
Finland	2020	3	7	15	0		
Finland	2020	3	8	23	8		
Finland	2020	3	9	30	7		
Finland	2020	3	10	40	10		
Finland	2020	3	11	59	19		
Finland	2020	3	12	59	0		
Finland	2020	3	13	155	96		
Finland	2020	3	14	225	70		
Finland	2020	3	15	244	19		
Finland	2020	3	16	277	33		
Finland	2020	3	17	321	44		
Finland	2020	3	18	336	15		
Finland	2020	3	19	400	64		
Finland	2020	3	20	450	50		
Finland	2020	3	21	523	73	1	1
Finland	2020	3	22	626	103	1	0
Finland	2020	3	23	700	74	1	0
Finland	2020	3	24	792	92	1	0
Finland	2020	3	25	880	88	3	2
Finland	2020	3	26	958	78	5	2
Finland	2020	3	27	1041	83	7	2
Finland	2020	3	28	1167	126	9	2
Finland	2020	3	29	1240	73	11	2
Finland	2020	3	30	1352	112	13	2
Finland	2020	3	31	1418	66	17	4
Finland	2020	4	1	1446	28	17	0
Finland	2020	4	2	1518	72	19	2
Finland	2020	4	3	1615	97	20	1
Finland	2020	4	4	1882	267	25	5
Finland	2020	4	5	1927	45	28	3
Finland	2020	4	6	2176	249	27	-1
Finland	2020	4	7	2308	132	34	7
Finland	2020	4	8	2487	179	40	6
Finland	2020	4	9	2605	118	42	2
Finland	2020	4	10	2769	164	48	6
Finland	2020	4	11	2905	136	49	1
Finland	2020	4	12	2974	69	56	7
Finland	2020	4	13	3064	90	59	3
Finland	2020	4	14	3161	97	64	5
Finland	2020	4	15	3237	76	72	8
Finland	2020	4	16	3369	132	75	3
Finland	2020	4	17	3489	120	82	7
Finland	2020	4	18	3681	192	90	8
Finland	2020	4	19	3783	102	94	4
Finland	2020	4	20	3868	85	98	4
Finland	2020	4	21	4014	146	141	43
Finland	2020	4	22	4129	115	149	8
Finland	2020	4	23	4284	155	172	23
Finland	2020	4	24	4395	111	177	5
Finland	2020	4	25	4475	80	186	9
Finland	2020	4	26	4576	101	190	4
Finland	2020	4	27	4695	119	193	3
Finland	2020	4	28	4740	45	199	6
Finland	2020	4	29	4906	166	206	7
Finland	2020	4	30	4995	89	211	5
Finland	2020	5	1	5051	56	218	7
Finland	2020	5	2	5176	125	220	2
Finland	2020	5	3	5254	78	230	10
Finland	2020	5	4	5327	73	240	10
Finland	2020	5	5	5412	85	246	6
Finland	2020	5	6	5573	161	252	6
Finland	2020	5	7	5673	100	255	3
Finland	2020	5	8	5738	65	260	5
Finland	2020	5	9	5880	142	265	5
Finland	2020	5	10	5962	82	267	2
Finland	2020	5	11	5984	22	271	4
Finland	2020	5	12	6003	19	275	4
Finland	2020	5	13	6054	51	284	9
Finland	2020	5	14	6145	91	287	3
Finland	2020	5	15	6228	83	293	6
Finland	2020	5	16	6286	58	297	4
Finland	2020	5	17	6347	61	298	1
Finland	2020	5	18	6380	33	300	2
Finland	2020	5	19	6399	19	301	1
Finland	2020	5	20	6443	44	304	3
Finland	2020	5	21	6493	50	306	2
Finland	2020	5	22	6537	44	306	0
Finland	2020	5	23	6568	31	306	0
Finland	2020	5	24	6579	11	307	1
Finland	2020	5	25	6599	20	308	1
Finland	2020	5	26	6628	29	312	4
Finland	2020	5	27	6692	64	313	1
Finland	2020	5	28	6743	51	313	0
Finland	2020	5	29	6776	33	314	1
Finland	2020	5	30	6826	50	316	2
Finland	2020	5	31	6859	33	320	4
Finland	2020	6	1	6885	26	318	-2
Finland	2020	6	2	6887	2	320	2
Finland	2020	6	3	6911	24	321	1
Finland	2020	6	4	6911	0	322	1
Finland	2020	6	5	6941	30	322	0
Finland	2020	6	6	6964	23	322	0
Finland	2020	6	7	6981	17	323	1
Finland	2020	6	8	7001	20	323	0
Finland	2020	6	9	7025	24	324	1
Finland	2020	6	10	7040	15	324	0
Finland	2020	6	11	7064	24	325	1
Finland	2020	6	12	7073	9	325	0
Finland	2020	6	13	7087	14	325	0
Finland	2020	6	14	7104	17	326	1
Finland	2020	6	15	7108	4	326	0
Finland	2020	6	16	7112	4	326	0
Finland	2020	6	17	7117	5	326	0
Finland	2020	6	18	7119	2	326	0
Finland	2020	6	19	7133	14	326	0
Finland	2020	6	20	7142	9	326	0
Finland	2020	6	21	7143	1	326	0
Finland	2020	6	22	7144	1	327	1
Finland	2020	6	23	7155	11	327	0
Finland	2020	6	24	7167	12	327	0
Finland	2020	6	25	7172	5	327	0
Finland	2020	6	26	7191	19	328	1
Finland	2020	6	27	7198	7	328	0
Finland	2020	6	28	7198	0	328	0
Finland	2020	6	29	7209	11	328	0
Finland	2020	6	30	7214	5	328	0
Finland	2020	7	1	7236	22	328	0
Finland	2020	7	2	7241	5	328	0
Finland	2020	7	3	7242	1	329	1
Finland	2020	7	4	7248	6	329	0
Finland	2020	7	5	7253	5	329	0
Finland	2020	7	6	7257	4	329	0
Finland	2020	7	7	7262	5	329	0
Finland	2020	7	8	7265	3	329	0
Finland	2020	7	9	7273	8	329	0
Finland	2020	7	10	7279	6	329	0
Finland	2020	7	11	7291	12	329	0
Finland	2020	7	12	7294	3	329	0
Finland	2020	7	13	7295	1	329	0
Finland	2020	7	14	7301	6	329	0
Finland	2020	7	15	7296	-5	328	-1
Finland	2020	7	16	7293	-3	328	0
Finland	2020	7	17	7301	8	328	0
Finland	2020	7	18	7318	17	328	0
Finland	2020	7	19	7335	17	328	0
Finland	2020	7	20	7340	5	328	0
Finland	2020	7	21	7351	11	328	0
Finland	2020	7	22	7362	11	328	0
Finland	2020	7	23	7372	10	328	0
Finland	2020	7	24	7380	8	329	1
Finland	2020	7	25	7388	8	329	0
Finland	2020	7	26	7393	5	329	0
Finland	2020	7	27	7398	5	329	0
Finland	2020	7	28	7404	6	329	0
Finland	2020	7	29	7414	10	329	0
Finland	2020	7	30	7423	9	329	0
Finland	2020	7	31	7432	9	329	0
Finland	2020	8	1	7443	11	329	0
Finland	2020	8	2	7453	10	329	0
Finland	2020	8	3	7466	13	329	0
Finland	2020	8	4	7483	17	331	2
Finland	2020	8	5	7512	29	331	0
Finland	2020	8	6	7532	20	331	0
Finland	2020	8	7	7554	22	331	0
Finland	2020	8	8	7568	14	331	0
Finland	2020	8	9	7584	16	331	0
Finland	2020	8	10	7601	17	333	2
Finland	2020	8	11	7623	22	333	0
Finland	2020	8	12	7642	19	333	0
Finland	2020	8	13	7683	41	333	0
Finland	2020	8	14	7700	17	333	0
Finland	2020	8	15	7720	20	333	0
Finland	2020	8	16	7731	11	333	0
Finland	2020	8	17	7752	21	334	1
Finland	2020	8	18	7776	24	334	0
Finland	2020	8	19	7805	29	334	0
Finland	2020	8	20	7842	37	334	0
Finland	2020	8	21	7871	29	334	0
Finland	2020	8	22	7906	35	334	0
Finland	2020	8	23	7920	14	334	0
Finland	2020	8	24	7938	18	335	1
Finland	2020	8	25	7981	43	335	0
Finland	2020	8	26	8002	21	335	0
Finland	2020	8	27	8019	17	335	0
Finland	2020	8	28	8042	23	335	0
Finland	2020	8	29	8049	7	335	0
Finland	2020	8	30	8077	28	335	0
Finland	2020	8	31	8086	9	336	1
Finland	2020	9	1	8142	56	336	0
Finland	2020	9	2	8161	19	336	0
Finland	2020	9	3	8200	39	336	0
Finland	2020	9	4	8225	25	336	0
Finland	2020	9	5	8261	36	336	0
Finland	2020	9	6	8291	30	336	0
Finland	2020	9	7	8327	36	336	0
Finland	2020	9	8	8337	10	336	0
Finland	2020	9	9	8430	93	337	1
Finland	2020	9	10	8469	39	337	0
Finland	2020	9	11	8512	43	337	0
Finland	2020	9	12	8557	45	337	0
Finland	2020	9	13	8580	23	337	0
Finland	2020	9	14	8627	47	337	0
Finland	2020	9	15	8725	98	339	2
Finland	2020	9	16	8750	25	339	0
Finland	2020	9	17	8799	49	339	0
Finland	2020	9	18	8858	59	339	0
Finland	2020	9	19	8922	64	339	0
Finland	2020	9	20	8980	58	339	0
Finland	2020	9	21	9046	66	341	2
Finland	2020	9	22	9195	149	341	0
Finland	2020	9	23	9288	93	343	2
Finland	2020	9	24	9379	91	343	0
Finland	2020	9	25	9484	105	343	0
Finland	2020	9	26	9577	93	343	0
Finland	2020	9	27	9682	105	343	0
Finland	2020	9	28	9743	61	345	2
Finland	2020	9	29	9892	149	345	0
Finland	2020	9	30	9992	100	344	-1
Finland	2020	10	1	10103	111	344	0
Finland	2020	10	2	10244	141	345	1
Finland	2020	10	3	10391	147	345	0
Finland	2020	10	4	10538	147	345	0
Finland	2020	10	5	10702	164	346	1
Finland	2020	10	6	10929	227	346	0
Finland	2020	10	7	11049	120	346	0
Finland	2020	10	8	11345	296	346	0
Finland	2020	10	9	11580	235	346	0
Finland	2020	10	10	11849	269	346	0
Finland	2020	10	11	11998	149	346	0
Finland	2020	10	12	12212	214	346	0
Finland	2020	10	13	12499	287	346	0
Finland	2020	10	14	12703	204	350	4
Finland	2020	10	15	12944	241	350	0
Finland	2020	10	16	13133	189	351	1
Finland	2020	10	17	13293	160	351	0
Finland	2020	10	18	13424	131	351	0
Finland	2020	10	19	13555	131	351	0
Finland	2020	10	20	13849	294	351	0
Finland	2020	10	21	14071	222	355	4
Finland	2020	10	22	14255	184	355	0
Finland	2020	10	23	14474	219	353	-2
Finland	2020	10	24	14652	178	353	0
Finland	2020	10	25	14848	196	353	0
Finland	2020	10	26	14970	122	354	1
Finland	2020	10	27	15163	193	354	0
Finland	2020	10	28	15378	215	354	0
Finland	2020	10	29	15566	188	354	0
Finland	2020	10	30	15910	344	358	4
Finland	2020	10	31	16113	203	358	0
Finland	2020	11	1	16291	178	358	0
Finland	2020	11	2	16400	109	359	1
Finland	2020	11	3	16637	237	359	0
Finland	2020	11	4	16930	293	361	2
Finland	2020	11	5	17119	189	361	0
Finland	2020	11	6	17385	266	362	1
Finland	2020	11	7	17385	0	362	0
Finland	2020	11	8	17797	412	362	0
Finland	2020	11	9	17887	90	363	1
Finland	2020	11	10	18107	220	363	0
Finland	2020	11	11	18345	238	365	2
Finland	2020	11	12	18542	197	365	0
Finland	2020	11	13	18858	316	369	4
Finland	2020	11	14	19102	244	369	0
Finland	2020	11	15	19315	213	369	0
Finland	2020	11	16	19419	104	371	2
Finland	2020	11	17	19647	228	371	0
Finland	2020	11	18	19935	288	374	3
Finland	2020	11	19	20286	351	374	0
Finland	2020	11	20	20747	461	375	1
Finland	2020	11	21	21216	469	375	0
Finland	2020	11	22	21639	423	375	0
Finland	2020	11	23	21936	297	384	9
Finland	2020	11	24	22289	353	384	0
Finland	2020	11	25	22652	363	388	4
Finland	2020	11	26	23148	496	388	0
Finland	2020	11	27	23766	618	393	5
Finland	2020	11	28	24307	541	393	0
Finland	2020	11	29	24629	322	393	0
Finland	2020	11	30	24912	283	399	6
Finland	2020	12	1	25462	550	399	0
Finland	2020	12	2	25882	420	408	9
Finland	2020	12	3	26422	540	408	0
Finland	2020	12	4	26758	336	408	0
Finland	2020	12	5	27218	460	415	7
Finland	2020	12	6	27631	413	415	0
Finland	2020	12	7	27881	250	424	9
Finland	2020	12	8	28242	361	424	0
Finland	2020	12	9	28732	490	433	9
Finland	2020	12	10	29572	840	442	9
Finland	2020	12	11	30073	501	453	11
Finland	2020	12	12	30450	377	453	0
Finland	2020	12	13	30810	360	453	0
Finland	2020	12	14	31110	300	461	8
Finland	2020	12	15	31459	349	466	5
Finland	2020	12	16	31870	411	472	6
Finland	2020	12	17	32228	358	484	12
Finland	2020	12	18	32582	354	489	5
Finland	2020	12	19	32853	271	489	0
Finland	2020	12	20	33162	309	489	0
Finland	2020	12	21	33414	252	506	17
Finland	2020	12	22	33717	303	511	5
Finland	2020	12	23	34084	367	524	13
Finland	2020	12	24	34447	363	524	0
Finland	2020	12	25	34648	201	524	0
Finland	2020	12	26	34821	173	524	0
Finland	2020	12	27	34977	156	524	0
Finland	2020	12	28	35137	160	546	22
Finland	2020	12	29	35420	283	550	4
Finland	2020	12	30	35858	438	556	6
Finland	2020	12	31	36107	249	561	5
France	2020	1	24	2	2		
France	2020	1	25	3	1		
France	2020	1	26	3	0		
France	2020	1	27	3	0		
France	2020	1	28	4	1		
France	2020	1	29	5	1		
France	2020	1	30	5	0		
France	2020	1	31	5	0		
France	2020	2	1	6	1		
France	2020	2	2	6	0		
France	2020	2	3	6	0		
France	2020	2	4	6	0		
France	2020	2	5	6	0		
France	2020	2	6	6	0		
France	2020	2	7	6	0		
France	2020	2	8	11	5		
France	2020	2	9	11	0		
France	2020	2	10	11	0		
France	2020	2	11	11	0		
France	2020	2	12	11	0		
France	2020	2	13	11	0		
France	2020	2	14	11	0		
France	2020	2	15	12	1	1	1
France	2020	2	16	12	0	1	0
France	2020	2	17	12	0	1	0
France	2020	2	18	12	0	1	0
France	2020	2	19	12	0	1	0
France	2020	2	20	12	0	1	0
France	2020	2	21	12	0	1	0
France	2020	2	22	12	0	1	0
France	2020	2	23	12	0	1	0
France	2020	2	24	12	0	1	0
France	2020	2	25	14	2	1	0
France	2020	2	26	18	4	2	1
France	2020	2	27	38	20	2	0
France	2020	2	28	57	19	2	0
France	2020	2	29	100	43	2	0
France	2020	3	1	130	30	2	0
France	2020	3	2	191	61	3	1
France	2020	3	3	212	21	4	1
France	2020	3	4	288	76	4	0
France	2020	3	5	426	138	7	3
France	2020	3	6	616	190	9	2
France	2020	3	7	948	332	16	7
France	2020	3	8	1125	177	19	3
France	2020	3	9	1411	286	25	6
France	2020	3	10	1783	372	33	8
France	2020	3	11	2293	510	48	15
France	2020	3	12	2293	0	48	0
France	2020	3	13	3681	1388	79	31
France	2020	3	14	4496	815	91	12
France	2020	3	15	4532	36	91	0
France	2020	3	16	6683	2151	149	58
France	2020	3	17	7715	1032	149	0
France	2020	3	18	9124	1409	149	0
France	2020	3	19	10970	1846	244	95
France	2020	3	20	12758	1788	451	207
France	2020	3	21	14463	1705	563	112
France	2020	3	22	16761	2298	676	113
France	2020	3	23	20120	3359	862	186
France	2020	3	24	22372	2252	1102	240
France	2020	3	25	25331	2959	1333	231
France	2020	3	26	29252	3921	1697	364
France	2020	3	27	33045	3793	1996	299
France	2020	3	28	37693	4648	2314	318
France	2020	3	29	40296	2603	2608	294
France	2020	3	30	44645	4349	3025	417
France	2020	3	31	52281	7636	3526	501
France	2020	4	1	57125	4844	4779	1253
France	2020	4	2	59227	2102	5388	609
France	2020	4	3	64452	5225	6510	1122
France	2020	4	4	47376	-17076	7562	1052
France	2020	4	5	48225	849	8081	519
France	2020	4	6	50884	2659	8914	833
France	2020	4	7	47395	-3489	10330	1416
France	2020	4	8	51250	3855	10874	544
France	2020	4	9	55034	3784	12214	1340
France	2020	4	10	56600	1566	13199	985
France	2020	4	11	58045	1445	13835	636
France	2020	4	12	108792	50747	14396	561
France	2020	4	13	111933	3141	14969	573
France	2020	4	14	129381	17448	15712	743
France	2020	4	15	132588	3207	17150	1438
France	2020	4	16	145166	12578	17903	753
France	2020	4	17	147057	1891	18664	761
France	2020	4	18	150861	3804	19305	641
France	2020	4	19	151955	1094	19694	389
France	2020	4	20	154402	2447	20241	547
France	2020	4	21	157068	2666	20769	528
France	2020	4	22	158867	1799	21313	544
France	2020	4	23	157158	-1709	21829	516
France	2020	4	24	159969	2811	22218	389
France	2020	4	25	161647	1678	22587	369
France	2020	4	26	162280	633	22830	243
France	2020	4	27	165966	3686	23267	437
France	2020	4	28	169098	3132	23634	367
France	2020	4	29	167643	-1455	24060	426
France	2020	4	30	168861	1218	24349	289
France	2020	5	1	169387	526	24566	217
France	2020	5	2	170179	792	24763	197
France	2020	5	3	170540	361	24898	135
France	2020	5	4	171102	562	25204	306
France	2020	5	5	172219	1117	25537	333
France	2020	5	6	176355	4136	25812	275
France	2020	5	7	177096	741	25991	179
France	2020	5	8	177627	531	26233	242
France	2020	5	9	178155	528	26313	80
France	2020	5	10	178404	249	26383	70
France	2020	5	11	178719	315	26646	263
France	2020	5	12	179472	753	26994	348
France	2020	5	13	179993	521	27079	85
France	2020	5	14	180635	642	27430	351
France	2020	5	15	181148	513	27532	102
France	2020	5	16	181563	415	27630	98
France	2020	5	17	181703	140	28113	483
France	2020	5	18	182147	444	28242	129
France	2020	5	19	182648	501	28025	-217
France	2020	5	20	183129	481	28136	111
France	2020	5	21	183396	267	28218	82
France	2020	5	22	184152	756	28366	148
France	2020	5	23	184698	546	28452	86
France	2020	5	24	184259	-439	28372	-80
France	2020	5	25	184584	325	28461	89
France	2020	5	26	184839	255	28598	137
France	2020	5	27	185012	173	28599	1
France	2020	5	28	188355	3343	28666	67
France	2020	5	29	188949	594	28717	51
France	2020	5	30	190743	1794	28774	57
France	2020	5	31	190975	232	28805	31
France	2020	6	1	191382	407	28837	32
France	2020	6	2	190735	-647	28943	106
France	2020	6	3	187509	-3226	29024	81
France	2020	6	4	191869	4360	29069	45
France	2020	6	5	192450	581	29114	45
France	2020	6	6	193022	572	29145	31
France	2020	6	7	193363	341	29158	13
France	2020	6	8	193637	274	29213	55
France	2020	6	9	194190	553	29301	88
France	2020	6	10	194815	625	29322	21
France	2020	6	11	195179	364	29349	27
France	2020	6	12	195980	801	29377	28
France	2020	6	13	196477	497	29401	24
France	2020	6	14	196867	390	29411	10
France	2020	6	15	197003	136	29439	28
France	2020	6	16	197666	663	29553	114
France	2020	6	17	198155	489	29578	25
France	2020	6	18	198741	586	29606	28
France	2020	6	19	199528	787	29620	14
France	2020	6	20	200147	619	29638	18
France	2020	6	21	200490	343	29644	6
France	2020	6	22	200632	142	29668	24
France	2020	6	23	201330	698	29722	54
France	2020	6	24	201598	268	29735	13
France	2020	6	25	201853	255	29754	19
France	2020	6	26	203116	1263	29780	26
France	2020	6	27	203564	448	29781	1
France	2020	6	28	203157	-407	29781	0
France	2020	6	29	203802	645	29816	35
France	2020	6	30	204244	442	29846	30
France	2020	7	1	205234	990	29865	19
France	2020	7	2	205773	539	29878	13
France	2020	7	3	206312	539	29896	18
France	2020	7	4	206670	358	29896	0
France	2020	7	5	206682	12	29895	-1
France	2020	7	6	207700	1018	29925	30
France	2020	7	7	208154	454	29936	11
France	2020	7	8	208976	822	29967	31
France	2020	7	9	209420	444	29983	16
France	2020	7	10	210135	715	30009	26
France	2020	7	11	210386	251	30012	3
France	2020	7	12	210402	16	30012	0
France	2020	7	13	211825	1423	30035	23
France	2020	7	14	211887	62	30037	2
France	2020	7	15	212614	727	30125	88
France	2020	7	16	213183	569	30142	17
France	2020	7	17	214009	826	30155	13
France	2020	7	18	214174	165	30158	3
France	2020	7	19	214178	4	30158	0
France	2020	7	20	216089	1911	30182	24
France	2020	7	21	216684	595	30169	-13
France	2020	7	22	217605	921	30175	6
France	2020	7	23	218841	1236	30186	11
France	2020	7	24	219932	1091	30196	10
France	2020	7	25	220016	84	30196	0
France	2020	7	26	220020	4	30196	0
France	2020	7	27	222508	2488	30214	18
France	2020	7	28	223072	564	30227	13
France	2020	7	29	224542	1470	30241	14
France	2020	7	30	225936	1394	30257	16
France	2020	7	31	227239	1303	30268	11
France	2020	8	1	227301	62	30268	0
France	2020	8	2	227304	3	30268	0
France	2020	8	3	230665	3361	30298	30
France	2020	8	4	231636	971	30300	2
France	2020	8	5	233344	1708	30311	11
France	2020	8	6	234945	1601	30315	4
France	2020	8	7	237332	2387	30328	13
France	2020	8	8	237402	70	30329	1
France	2020	8	9	237408	6	30329	0
France	2020	8	10	242168	4760	30344	15
France	2020	8	11	243576	1408	30357	13
France	2020	8	12	246180	2604	30376	19
France	2020	8	13	248850	2670	30393	17
France	2020	8	14	251764	2914	30412	19
France	2020	8	15	254974	3210	30413	1
France	2020	8	16	257994	3020	30415	2
France	2020	8	17	258629	635	30434	19
France	2020	8	18	260748	2119	30456	22
France	2020	8	19	264535	3787	30474	18
France	2020	8	20	269335	4800	30485	11
France	2020	8	21	274289	4954	30509	24
France	2020	8	22	277763	3474	30518	9
France	2020	8	23	282498	4735	30518	0
France	2020	8	24	284474	1976	30534	16
France	2020	8	25	288067	3593	30553	19
France	2020	8	26	288354	287	30553	0
France	2020	8	27	299580	11226	30588	35
France	2020	8	28	307205	7625	30606	18
France	2020	8	29	312665	5460	30612	6
France	2020	8	30	318047	5382	30615	3
France	2020	8	31	321160	3113	30646	31
France	2020	9	1	326264	5104	30673	27
France	2020	9	2	333351	7087	30699	26
France	2020	9	3	340473	7122	30716	17
France	2020	9	4	349333	8860	30696	-20
France	2020	9	5	357927	8594	30708	12
France	2020	9	6	364943	7016	30712	4
France	2020	9	7	369209	4266	30735	23
France	2020	9	8	375947	6738	30773	38
France	2020	9	9	384546	8599	30805	32
France	2020	9	10	394308	9762	30824	19
France	2020	9	11	403837	9529	30906	82
France	2020	9	12	415174	11337	30924	18
France	2020	9	13	421519	6345	30929	5
France	2020	9	14	427839	6320	30963	34
France	2020	9	15	435665	7826	31013	50
France	2020	9	16	445932	10267	31061	48
France	2020	9	17	456171	10239	31108	47
France	2020	9	18	469404	13233	31262	154
France	2020	9	19	482964	13560	31287	25
France	2020	9	20	493500	10536	31298	11
France	2020	9	21	499039	5539	31351	53
France	2020	9	22	509123	10084	31430	79
France	2020	9	23	522355	13232	31476	46
France	2020	9	24	538264	15909	31524	48
France	2020	9	25	554368	16104	31675	151
France	2020	9	26	568588	14220	31714	39
France	2020	9	27	579223	10635	31741	27
France	2020	9	28	583522	4299	31825	84
France	2020	9	29	591527	8005	31898	73
France	2020	9	30	605893	14366	31978	80
France	2020	10	1	618918	13025	32035	57
France	2020	10	2	631354	12436	32171	136
France	2020	10	3	647868	16514	32196	25
France	2020	10	4	660372	12504	32228	32
France	2020	10	5	666011	5639	32299	71
France	2020	10	6	677321	11310	32386	87
France	2020	10	7	696274	18953	32466	80
France	2020	10	8	713676	17402	32539	73
France	2020	10	9	734707	21031	32649	110
France	2020	10	10	761384	26677	32684	35
France	2020	10	11	777378	15994	32730	46
France	2020	10	12	786590	9212	32827	97
France	2020	10	13	800216	13626	32955	128
France	2020	10	14	823181	22965	33061	106
France	2020	10	15	852938	29757	33146	85
France	2020	10	16	878572	25634	33325	179
France	2020	10	17	910711	32139	33398	73
France	2020	10	18	940548	29837	33483	85
France	2020	10	19	954838	14290	33631	148
France	2020	10	20	975214	20376	33912	281
France	2020	10	21	1002624	27410	34080	168
France	2020	10	22	1043437	40813	34234	154
France	2020	10	23	1086286	42849	34534	300
France	2020	10	24	1131551	45265	34670	136
France	2020	10	25	1138167	6616	34649	-21
France	2020	10	26	1211177	73010	35038	389
France	2020	10	27	1245635	34458	35566	528
France	2020	10	28	1283185	37550	35825	259
France	2020	10	29	1329821	46636	36058	233
France	2020	10	30	1379295	49474	36605	547
France	2020	10	31	1414396	35101	36827	222
France	2020	11	1	1460575	46179	37058	231
France	2020	11	2	1566666	106091	37486	428
France	2020	11	3	1639267	72601	38765	1279
France	2020	11	4	1593146	-46121	38731	-34
France	2020	11	5	1650966	57820	39088	357
France	2020	11	6	1711918	60952	39917	829
France	2020	11	7	1798573	86655	40220	303
France	2020	11	8	1837135	38562	40490	270
France	2020	11	9	1858559	21424	41050	560
France	2020	11	10	1881172	22613	42281	1231
France	2020	11	11	1917578	36406	42609	328
France	2020	11	12	1950136	32558	43024	415
France	2020	11	13	1974271	24135	43957	933
France	2020	11	14	2006228	31957	44310	353
France	2020	11	15	2033420	27192	44613	303
France	2020	11	16	2043470	10050	45124	511
France	2020	11	17	2089073	45603	46350	1226
France	2020	11	18	2117917	28844	46781	431
France	2020	11	19	2138706	20789	47198	417
France	2020	11	20	2161970	23264	48339	1141
France	2020	11	21	2179640	17670	48591	252
France	2020	11	22	2192770	13130	48805	214
France	2020	11	23	2197832	5062	49311	506
France	2020	11	24	2207753	9921	50322	1011
France	2020	11	25	2224508	16755	50710	388
France	2020	11	26	2237509	13001	51041	331
France	2020	11	27	2250283	12774	52000	959
France	2020	11	28	2262760	12477	52212	212
France	2020	11	29	2272523	9763	52410	198
France	2020	11	30	2276830	4307	52818	408
France	2020	12	1	2285273	8443	53595	777
France	2020	12	2	2299501	14228	53906	311
France	2020	12	3	2312288	12787	54230	324
France	2020	12	4	2323799	11511	54860	630
France	2020	12	5	2336681	12882	55072	212
France	2020	12	6	2347630	10949	55246	174
France	2020	12	7	2351041	3411	55612	366
France	2020	12	8	2365085	14044	56450	838
France	2020	12	9	2379760	14675	56747	297
France	2020	12	10	2393632	13872	57043	296
France	2020	12	11	2407121	13489	57671	628
France	2020	12	12	2421068	13947	57864	193
France	2020	12	13	2432601	11533	58014	150
France	2020	12	14	2435793	3192	58390	376
France	2020	12	15	2447518	11725	59181	791
France	2020	12	16	2465238	17720	59471	290
France	2020	12	17	2483636	18398	59732	261
France	2020	12	18	2499511	15875	60344	612
